text,label
Where can I find Chief of Maintenance Office,20
Je suis ici pour voir First Aid Office,23
How should I be front desk,0
Show me the way to general office,24
Chief of Maintenance Office please,20
How should I be maintenance coordination,21
Show me the way to maintenance chief bureau,20
Where can I find hr manager,4
How should I be inventory office,22
Where can I find maintenance chief office,20
Where can I find customer service block,9
How should I be Stock / Warehouse Area,12
J'ai rendez-vous au Secretary to the Plant manager,19
How should I be bathroom,14
Where can I find director office,15
Mushobora kunyereka office? manager,18
How should I be ressources humaines,4
Je dois rencontrer human office resource,4
Where can I find industry area,11
I have a meeting at stock office,22
Ndashaka kujya kuri Stock / Warehouse Area,12
Ni hehe habarirwa Restaurant?,13
How should I be board room,6
Je suis ici pour voir inventory office,22
How should I be manager office,18
Montrez-moi le chemin vers md office,15
Ni hehe habarirwa hr manager?,4
First ibiro Aid iri he?,23
Emmenez-moi au director plant ibiro,16
I need to find hr umuyobozi,4
Where can I find maintenance coordination,21
Where can I find bathroom,8
How should I be maintenance supervisor office,25
Pouvez-vous m'indiquer md office ?,15
Montrez-moi le chemin vers corridor a,1
How should I be plant manager secretary,19
Ndashaka kujya kuri canteen,13
Where can I find plant manager office,18
Ndashaka kujya kuri restroom,8
Where can I find director office,15
Comment aller au Stock ibiro ?,22
How should I be maintenance coordination,21
Where can I find plant director office,16
How should I be Block B,10
Ndashaka kujya kuri technical supervision,11
Help me reach office director,15
Show me the way to toilets,14
How should I be inventory office,22
Where can I find maintenance coordination,21
How should I be Bathroom,8
Where can I find maintenance coordinator office,21
How should I be First Aid Office,23
Where can I find bureau finance,5
How should I be stock warehouse area,12
Comment aller au director plant ? office,16
Ndashaka kubona Chief of Maintenance Office,20
Where can I find general office,24
How should I be hr office,4
Ndashaka guhura n'umuyobozi wa First Aid Office,23
How should I be plant manager office,18
How should I be restaurant,13
Njyanye kuri finance bureau,5
Mfite inama muri director office,15
Où se trouve chief of maintenance office ?,20
Where can I find inventory office,22
Where can I find reception desk,0
Where is Sales Office?,17
Pouvez-vous m'indiquer zone restricted ?,7
I need directions to block b,10
How should I be finance office,5
Where can I find front desk,0
Can you direct me to restaurant?,13
How should I be finance manager,5
Where can I find meeting room 3,6
Je voudrais aller au bathroom,14
How should I be board room,6
How should I be ibiro by imari,5
Pouvez-vous m'indiquer HR Office 104 ? svp,4
Where can I find restroom,14
How should I be restaurant,13
Where can I find customer service block,9
Je dois rencontrer general offices,24
Where can I find clinic,23
Where can I find operational block,10
Ndashaka kujya kuri waiting area,2
toilet iri he?,8
How should I be medical room,23
How should I be First Aid Office,23
How should I be front desk,0
Where can I find support offices block,10
Where can I find server room,7
warehouse s'il vous plaît,12
Njyanye kuri toilet,8
kuri Njyanye Chief of Maintenance Office,20
Ndashaka kubona room board,6
Njyanye kuri plant director office,16
I need directions corridor to b,3
Where can I find Storage Room B,7
How should I be Stock Office,22
Nereke inzira yerekeza kuri block b,10
you Can direct me to stock warehouse area?,12
do How I get to customer service block?,9
Où se trouve First Aid Office ?,23
corridor b iri he?,3
Show me the way Block to A,9
I need directions to first aid office,23
reception desk,0
Can you direct me to admin corridor?,3
How should I be restaurant,13
How do I to get managing director ibiro,15
How should I be Plant Manager Office,18
How should I be Finance Office 201,5
How should I be plant manager office,18
Je voudrais aller au maintenance supervisor bureau,25
Ndashaka guhura n'umuyobozi wa administrative block,9
Pouvez-vous m'indiquer corridor a ?,1
Mushobora kunyereka inventory office?,22
Where can I find stock warehouse area,12
How should I be conference room,6
Show me the way to bureau finance,5
Where can I find canteen,13
Where can I find Finance Office 201,5
Mfite inama muri inama Room 3,6
Je cherche industry area thanks,11
How should I be Block A,9
Bathroom iri he?,8
How should I be general offices,24
How should I be ibiro by imari,5
Mfite inama muri Secretary to the Plant Manager,19
How should I be Stock Office,22
Help me reach Corridor Admin,3
Where can I find cafeteria,13
Nshaka gusura ibiro director,15
How should I be conference room,6
I need directions to main corridor,1
Ndashaka n'umuyobozi guhura wa finance office,5
How should I be restricted zone,7
Montrez-moi le chemin vers supervisor ibiro,25
Where can I find plant manager office,18
Mushobora kunyereka storage room b?,7
corridor a please,1
How should I be cafeteria,13
Where can I find corridor b,3
Emmenez-moi au plant umuyobozi secretary thanks,19
Je voudrais aller au commercial office,17
How should I be admin corridor,3
Where can I find general offices,24
Pouvez-vous m'indiquer conference room ?,6
Stock / Warehouse Area iri he?,12
Where can I find maintenance coordination,21
How should I be maintenance chief office,20
I have a meeting at restricted zone murakoze,7
I need directions to Waiting Area,2
Emmenez-moi customer au service block,9
hehe Ni habarirwa Secretary to the Plant head,19
Je dois rencontrer human resource office thanks,4
How should I be plant director office,16
Please take me to corridor a,1
Emmenez-moi au reception desk,0
Where can I find storage room b,7
I am here to Industry visit Area,11
How should I be md office,15
corridor a,1
Pouvez-vous m'indiquer toilets ?,14
How should I be bathroom,8
How should I be conference room,6
Where can I find industry area,11
Je dois rencontrer stock office,22
le Montrez-moi chemin vers secretary to the plant manager,19
Where can I find Plant Manager Office,18
How should I be Admin Corridor,3
I have a meeting at director plant office,16
Mfite inama Toilets muri,14
Where can I find Stock / Warehouse Area,12
Where can I find commercial office,17
Pouvez-vous m'indiquer Secretary to Plant the head ?,19
Show me the way to General Offices,24
I need to find ubuyobozi hr bwa,4
Restaurant,13
Where can I find lounge,2
How should I be Admin Corridor,3
How should I be maintenance chief office,20
Njyanye kuri managing director office,15
How should I be Finance Office 201,5
Please take me to bathroom,8
Njyanye kuri customer service block,9
Ndashaka guhura n'umuyobozi wa meeting room 3,6
corridor a iri he?,1
Where can I find plant manager secretary,19
Where can I find maintenance supervisor office,25
Where can I find Stock Office,22
Ndashaka kubona bureau hr,4
How should I be Stock Office,22
Where can I find Bathroom,8
How should I be restricted zone,7
How should I be cafeteria,13
Where can I find meeting room 3,6
Où se trouve maintenance supervisor ibiro ? ngwino,25
Where can I find Maintenance Coordinator Office,21
Comment aller au front desk ?,0
How should I be corridor a,1
Where can I find Main Corridor,1
Emmenez-moi industry au area,11
Where can I find finance office,5
Where can I find restroom,8
How should I be Stock / Warehouse Area,12
How should I be HR Office 104,4
J'ai rendez-vous au Main Corridor,1
Je dois rencontrer maintenance supervisor office,25
inama Mfite muri front desk,0
I want to go to the storage room b svp,7
Njyanye kuri server room murakoze,7
Where can I find canteen,13
Mfite inama warehouse muri,12
General Offices iri he?,24
Where can I find Finance Office 201,5
Ndashaka kujya kuri toilets murakoze,14
Où se trouve admin corridor ?,3
is Where waiting area?,2
Where can I find Maintenance Supervisor Office,25
Where can I find sales office,17
Montrez-moi le chemin vers managing director bureau,15
Emmenez-moi au conference salle,6
Ndashaka kujya kuri Maintenance Coordinator office,21
Where can I find restroom,14
I want to go to the canteen,13
How should I be inventory office,22
Ndashaka guhura n'umuyobozi wa secretary to the plant manager,19
Where can I find customer service block,9
Where can I find plant manager secretary,19
Where can I find medical room,23
Help me canteen reach,13
Where can I find Storage Room B,7
Show me way the to accounting department please,5
Montrez-moi le chemin vers human resource office,4
Can you direct me to toilet?,14
How should I be maintenance supervisor office,25
Where can I find Block B,10
How should I be Stock Office,22
J'ai rendez-vous au sales office,17
Where can I find stock area,12
Mushobora kunyereka HR ibiro 104? murakoze,4
Nshaka gusura customer service block,9
How should I be Plant Director Office,16
I am looking for stock warehouse area,12
How should I be Industry Area,11
Ndashaka guhura n'umuyobozi wa block b,10
How should I be HR Office 104,4
How should I be chief of maintenance office,20
Help me reach director office,15
Where can I find main corridor,1
Où se trouve ressources humaines ?,4
dois Je rencontrer conference room,6
Where can I find reception desk,0
Plant Director Office please,16
How should I be Block A,9
Where can I find Industry Area,11
How should I be human resource office,4
Where can I find accounting department,5
How should I be stock warehouse area,12
Nereke inzira yerekeza kuri industrial operations please,11
Where can I find finance manager,5
Where can I find Plant Director Office,16
Where can I find admin corridor,3
Please take me to Maintenance Coordinator Office,21
How should I be board room,6
Où se trouve Plant Director office ?,16
J'ai rendez-vous au human resource office,4
Show me the way to block a,9
How should I be lounge,2
How should I be operational block,10
Where can I find general offices,24
Where can I find bureau finance,5
Mfite inama muri stock area,12
How should I be conference room,6
Ndashaka kujya kuri chief of maintenance office,20
How should I be Sales Office,17
Emmenez-moi au bathroom thanks,8
Je cherche maintenance coordinator ibiro,21
How should I be maintenance coordination,21
How should I be operational block,10
dois Je rencontrer conference icyumba thanks,6
Help me reach Maintenance Supervisor ibiro,25
Help me reach Plant Director Office,16
Where can I find maintenance coordinator office,21
I need directions canteen to,13
How should I be first aid office,23
Njyanye kuri HR bureau 104,4
Help me reach customer service block,9
Nshaka gusura finance office,5
Can you direct me to Stock / Warehouse Area?,12
Ndashaka guhura n'umuyobozi wa storage room b,7
How should I be General Offices,24
Où se trouve of Chief Maintenance ibiro ?,20
How should I be block b,10
Where can I find accounting department,5
hehe Ni habarirwa Reception?,0
Reception,0
Where can I find waiting area,2
How should I be front desk,0
Njyanye kuri Storage Room B,7
Where can I find storage room b,7
How should I be administrative block,9
medical room s'il vous plaît ngwino,23
Where can I find md office,15
Where can I find finance manager,5
Please take me to general office,24
Please take me to Stock bureau,22
I want to go to the lounge,2
admin corridor please,3
Where can I find toilet,14
How should I be block a,9
Where can I find block a,9
How should I be corridor b,3
Comment aller ressources au humaines ?,4
How should I be customer service block,9
Where can I find support offices block,10
How should I be general offices,24
Where can I find stock warehouse area,12
Where can I find storage room b,7
I want to go to the plant chief office,18
Where can I find conference room,6
Where can I find Meeting Room 3,6
How should I be Reception,0
Where can I find Stock / Warehouse Area,12
How should I be admin corridor,3
I have a meeting at Stock Office,22
I to want go to the md office,15
Where can I find bureau finance,5
How should I be Stock Office,22
How should I be plant director office,16
How should I be cafeteria,13
How should I be accounting department,5
Mushobora kunyereka medical room,23
Je cherche Storage room B,7
Je suis ici pour voir maintenance coordinator office,21
I am looking for first aid bureau,23
Managing Director Office,15
How should I be board room,6
Ni hehe habarirwa Reception?,0
Where can I find general offices,24
First Aid Office iri he?,23
Nereke inzira yerekeza kuri secretary to the plant chief,19
Where can I find cafeteria,13
Emmenez-moi au front desk,0
Where can I find board room,6
want I to go to the plant director office,16
How should I be restroom,14
Where can I find maintenance supervisor office,25
I need directions to hr manager,4
Emmenez-moi au maintenance supervisor office,25
How should I be Plant Manager Office,18
Where can I find finance manager,5
stock iri area he?,12
I need to find general office,24
Where can I find Bathroom,8
Where can I find ubuyobozi bwa hr,4
J'ai rendez-vous au meeting room 3,6
Please take me to storage room b,7
Je suis pour ici voir admin corridor,3
Where can I find warehouse,12
I want to go to the session room 3,6
Where can I find Block B,10
How should I be Main Corridor,1
How should I be restricted zone,7
Je suis ici pour voir block a,9
Comment aller au meeting room 3 ?,6
Je voudrais aller Restaurant au ngwino,13
me Help reach general office ngwino,24
block b iri he?,10
Where can I find toilet,8
Ndashaka kujya kuri first aid ibiro,23
How should I be maintenance coordination,21
Show me the way to ressources humaines,4
Can you direct me to canteen?,13
Ndashaka guhura n'umuyobozi wa restroom,8
Where can I find Block A,9
Where can I find Maintenance Coordinator Office,21
Mushobora kunyereka manager office?,18
I need to find manager office,18
HR Office 104 please,4
Please me take to clinic,23
I am here to visit canteen,13
I need to find waiting area,2
inzira Nereke yerekeza kuri bureau finance,5
Where can I find Reception,0
How should I be restroom,14
How should I be toilet,14
Where can I find maintenance coordination,21
Where can I find waiting area,2
Where can I find maintenance coordination,21
How should I be hr manager,4
Where can I find Sales Office,17
How should I be secretary to the plant manager,19
How should I be Block A,9
How should I be admin corridor,3
Where can I find commercial office,17
Ndashaka kubona finance manager please,5
How should I be First Aid Office,23
Where can I find Storage Room B,7
Njyanye kuri Reception svp,0
I want go to to the clinic,23
Where is ressources humaines?,4
Emmenez-moi au managing director office,15
Where can I find clinic,23
How should I be sales office,17
Where can I find conference room,6
Where can I find commercial office,17
How should I be administrative block,9
I am here to visit hr manager,4
secretary to the plant head s'il vous plaît,19
How should I be maintenance coordinator office,21
Je suis ici pour voir block b,10
How should I be administrative block,9
Je cherche ubuyobozi bwa hr,4
I need to directions Main Corridor,1
Where is server room?,7
Meeting 3 Room iri he?,6
How should I be first aid office,23
Nshaka gusura human resource office,4
Where can I find toilets,14
How should I be maintenance coordination,21
I need to find Stock ibiro,22
Pouvez-vous m'indiquer finance bureau ?,5
How should I be director plant office,16
Ndashaka guhura n'umuyobozi wa finance manager,5
Where can I find secretary to the plant manager,19
Ndashaka kubona stock office,22
How should I be Bathroom,8
I need to find Industry Area,11
How should I be finance manager,5
Where can I find administrative block,9
How should I be maintenance coordination,21
How should I be block b,10
I am for looking restroom,8
I am here to visit manager office,18
How should I be main corridor,1
cafeteria please thanks,13
How should I be Admin Corridor,3
General Offices please murakoze,24
Emmenez-moi au finance office,5
Where can I find admin corridor,3
restroom s'il plaît vous,8
Mushobora kunyereka director office?,15
How should I be operational block,10
I need directions to Chief of Maintenance Office,20
I need directions to conference room,6
I am here to visit commercial office,17
Where can I find Stock / Warehouse Area,12
Where is human resource office?,4
How should I be warehouse,12
How should I be toilets,14
Mushobora kunyereka cafeteria?,13
How should I be director plant office,16
Where can I find HR Office 104,4
J'ai rendez-vous au Stock Office,22
I am looking for medical icyumba,23
Where can I find maintenance coordinator office,21
How should I be meeting room 3,6
How should I be ibiro by imari,5
How should I be human resource office,4
Where can I find meeting room 3,6
Je cherche First Aid Office,23
maintenance chief bureau iri he?,20
How should I be Stock Office,22
le Montrez-moi chemin vers maintenance coordinator office,21
Help me reach corridor admin ngwino,3
How do I get to inventory office?,22
Plant Director Office,16
Njyanye hr kuri umuyobozi,4
Where can I find managing director office,15
Where can I find Finance Office 201,5
How should I be medical room,23
Ndashaka kujya kuri Plant Manager Office,18
How should I be Secretary to the Plant Manager,19
I have a at meeting supervisor office,25
Ni hehe habarirwa Finance Office 201?,5
Where can I find block a,9
How should I be Plant Manager Office,18
How should I be ibiro by imari,5
How should I be first aid office,23
hr office,4
Comment aller au office commercial ?,17
How should I be maintenance coordinator office,21
How should I be commercial office,17
Montrez-moi le vers chemin Finance Office 201 murakoze,5
I have a meeting at support offices block,10
How should I be main corridor,1
How should I be maintenance chief office,20
m'indiquer Pouvez-vous toilet ?,8
How should I be Stock Office,22
Where can I find Maintenance Supervisor Office,25
How should I be toilet,14
Mushobora kunyereka canteen? murakoze,13
How should I be Secretary to the Plant Manager,19
Comment au aller accounting department ?,5
Where can I find finance manager,5
Comment aller au ibiro by imari ?,5
Où se trouve block a ?,9
Where can I find hr office,4
Where can I find hr office,4
Nereke inzira yerekeza kuri hr manager,4
J'ai rendez-vous au Block B,10
How should I be administrative block,9
I am here to visit block a,9
Help me reach server salle please,7
How should I be accounting department,5
stock area s'il vous plaît thanks,12
Where can I find managing director office,15
Where can I find Toilets,14
sales office please,17
Je dois rencontrer managing director office murakoze,15
Where can I find technical supervision,11
Can you direct me to stock area? please,12
How should I be plant manager office,18
Njyanye kuri hr bureau,4
Where can I find director office,15
Where can I find finance manager,5
How should I be Block A,9
How should I be corridor b,3
I need directions to secretary to the plant head thanks,19
How should I be block b,10
Block B please,10
Je suis ici pour voir maintenance coordination,21
Where can I find manager office,18
I am here to visit storage room b,7
Where can I find director plant office,16
Montrez-moi le chemin vers plant manager secretary,19
have I a meeting at bathroom,8
Mushobora kunyereka Bathroom?,8
Where can I find Bathroom,8
Je suis ici pour voir plant director bureau,16
Where can I find HR Office 104,4
Emmenez-moi au area industry,11
Where can I find toilets,14
Njyanye kuri operational block,10
Where can I find board room,6
Show me the way to Plant Director Office,16
Maintenance Coordinator office please,21
How should I be warehouse,12
Mfite inama muri meeting icyumba 3,6
Where can I find supervisor office,25
Mfite inama muri Plant Director Office,16
Where can I find restroom,8
How should I be plant manager office,18
Comment aller au plant manager secretary ?,19
Je dois rencontrer commercial office,17
Where can I find industrial operations,11
How should I be Sales Office,17
Emmenez-moi au plant manager secretary,19
I am to here visit Main Corridor,1
Where can I find finance office,5
Where can I find director plant office,16
Where can I find board room,6
Nereke inzira yerekeza kuri toilets murakoze,14
Where can I find medical room,23
I need directions to Stock ibiro,22
Where can I find Stock / Warehouse Area,12
I need to find canteen murakoze,13
Nshaka gusura corridor b,3
How should I be inventory office,22
Montrez-moi le chemin vers medical room thanks,23
Je suis ici pour voir Admin Corridor,3
J'ai rendez-vous au plant manager office,18
How should I be finance manager,5
How should I be reception desk,0
Comment aller au general offices ?,24
Ndashaka n'umuyobozi guhura wa Block B,10
How should I be hr office,4
How should I be technical supervision,11
I need to find restaurant,13
Where can I find lounge,2
How should I be operational block,10
How should I be plant director office,16
Je cherche Reception,0
How should I be managing director office,15
Where can I find lounge,2
Pouvez-vous m'indiquer Chief of Maintenance Office ?,20
How should I be maintenance supervisor office,25
Nshaka gusura stock warehouse area,12
Show me the way to conference room,6
Where can I find Plant Director Office,16
Pouvez-vous m'indiquer maintenance chief office ? thanks,20
Où se trouve md ibiro ?,15
How should I be cafeteria,13
first aid office iri he?,23
How should I be reception desk,0
Where can I find accounting department,5
Pouvez-vous m'indiquer reception desk ?,0
Njyanye kuri technical supervision,11
Je suis ici pour voir general ibiro,24
Montrez-moi le chemin vers meeting room 3,6
Where can I find toilet,8
Emmenez-moi au Main Corridor,1
Ndashaka kubona industry area,11
Where can I find Admin Corridor,3
J'ai rendez-vous au toilet,14
Where can I find ressources humaines,4
I am looking for server room,7
I have a meeting at operational block,10
How should I be Managing Director Office,15
How should I be Stock Office,22
How should I be conference room,6
How should I be Maintenance Coordinator Office,21
Where can I find maintenance chief office,20
How should I be cafeteria,13
Where can I find cafeteria,13
Mfite inama muri Secretary to the Plant manager,19
Where can I find restroom,14
Where can I find stock warehouse area,12
Montrez-moi le chemin vers corridor b murakoze,3
Where can I find conference room,6
Where can I find sales office,17
Where can I find maintenance supervisor office,25
Show me the way to toilet,14
Where can I find hr office,4
Where can I find administrative block,9
Where can I find Restaurant,13
Help me reach industry area,11
Montrez-moi le chemin support vers offices block,10
Emmenez-moi au Maintenance Coordinator ibiro,21
Nereke inzira yerekeza kuri human resource bureau,4
How should I be board room,6
J'ai rendez-vous au plant manager secretary,19
finance manager please thanks,5
I have a meeting at ubuyobozi bwa hr,4
Where can I find Block B,10
How should I be plant manager office,18
How should I be Block A,9
Where can I find board room,6
Where can I find General Offices,24
Where can I find restricted zone,7
Pouvez-vous m'indiquer admin corridor ?,3
Where can I find Managing Director Office,15
Where can I find md office,15
Where can I find plant manager secretary,19
Where can I find lounge,2
I have a meeting at medical room,23
How should I be Maintenance Supervisor Office,25
I want to go to the meeting room 3,6
secretary to plant the manager,19
Où se trouve Plant Manager ibiro ?,18
Where can I find Chief of Maintenance Office,20
How should I be director plant office,16
How should I be block b,10
aller Comment au administrative block ?,9
block b please please,10
Where can I find General Offices,24
How should I be finance manager,5
Je suis ici pour voir general offices,24
Ndashaka guhura n'umuyobozi wa accounting unit,5
Where can I find stock office,22
Where can I find hr office,4
Comment aller au Plant Manager Office ?,18
Where can I find managing director office,15
Nshaka gusura supervisor office,25
Comment aller au b corridor ?,3
suis Je ici pour voir ibiro by imari,5
Show me the way to administrative block please,9
Where can I find plant director office,16
Where can I find medical room,23
How should I be warehouse,12
How should I be clinic,23
Comment au aller stock ibiro ?,22
How should I be director office,15
Mfite inama muri Finance Office 201,5
How should I be Block A,9
Ni hehe habarirwa Bathroom?,8
I am looking for accounting ishami,5
Where can I find main corridor,1
Je cherche maintenance office supervisor please,25
rendez-vous J'ai au Plant Director bureau,16
stock office iri he?,22
Where can I find general office,24
Can you direct me to finance head,5
Please take me to inventory ibiro,22
Ndashaka kubona finance office,5
J'ai rendez-vous au toilet,8
I am here to visit restricted zone,7
Montrez-moi le vers chemin general offices,24
How should I be hr office,4
do How I get to hr manager,4
How do I get to restricted zone?,7
How should I be General Offices,24
Mushobora kunyereka Secretary to the Plant Manager?,19
Comment aller au Secretary to the Manager Plant ?,19
Where can I find ressources humaines,4
How should I be secretary to the plant manager,19
Je cherche medical room,23
board room iri he?,6
I need directions to Toilets,14
cherche Je Industry Area,11
I am here to visit bureau finance,5
Where can I find Admin Corridor,3
Je ici suis pour voir Sales Office,17
you Can direct me to human resource office?,4
How should I be administrative block,9
Ndashaka kujya kuri medical room,23
Where can I find Toilets,14
Where can I find board room,6
Pouvez-vous m'indiquer accounting department ?,5
Where can I find bathroom,8
Where can I find Block A,9
How should I be accounting department,5
How should I be Secretary to the Plant Manager,19
Where can I find maintenance coordinator office,21
Ni hehe habarirwa Chief of Maintenance Office?,20
Je voudrais aller au admin corridor,3
How should I be general offices,24
Help me reach chief of maintenance office,20
How should I be general offices,24
Where can I find Block A,9
Nshaka gusura sales bureau please,17
Ndashaka guhura n'umuyobozi wa Area Waiting,2
How should I be bathroom,8
maintenance coordination,21
Where is inventory ibiro,22
Where can I find technical supervision,11
Where can I find lounge,2
Where can I find waiting area,2
Where can I find Chief of Maintenance Office,20
lounge s'il vous plaît,2
How should I be administrative block,9
Where can I find first aid office,23
Where can I find Plant Director Office,16
I need to find warehouse,12
I need directions to head office,18
Je dois rencontrer secretary to the plant head,19
How should I be customer service block,9
How should I be ressources humaines,4
Where can I find board room,6
I have a meeting at industry area,11
How should I be human resource office,4
J'ai rendez-vous au Chief of Maintenance Office,20
How should I be Plant Manager Office,18
How should I be plant director office,16
How should I be maintenance supervisor office,25
Montrez-moi le chemin vers Secretary to the Plant Manager,19
Where can I find toilet,8
Where can I find first aid office,23
general offices s'il vous plaît,24
How should I be reception desk,0
How should I be Maintenance Coordinator Office,21
Je suis ici pour voir restroom,8
Where can I find maintenance coordinator office,21
How do I get to secretary to the plant manager?,19
How should I be Storage Room B,7
Where can I find Meeting Room 3,6
How should I be storage room b,7
Where can I find chief of maintenance office,20
How should I be md office,15
Où se trouve Reception ?,0
Où se trouve inventory ? ibiro,22
accounting department s'il vous plaît,5
human resource office s'il vous plaît,4
Where can I find restroom,8
I have a meeting at Chief of Maintenance Office,20
Where can I find support offices block,10
Pouvez-vous m'indiquer Plant Director Office ?,16
Help me reach hr office please,4
Where can I find managing director office,15
Je voudrais aller au sales office,17
I am here to visit HR Office 104,4
How should I be Meeting Room 3,6
How should I be restroom,14
Where can I find stock office,22
Where can I find Toilets,14
How should I be Managing Director Office,15
have I a meeting at toilet,14
Where can I find supervisor office,25
How should I be Managing Director Office,15
Where can I find restroom,14
Where can I find ubuyobozi bwa hr,4
How should I be meeting room 3,6
Where can I find corridor b,3
I want to go to corridor the b,3
HR Office 104,4
Ndashaka kujya kuri director office,15
How should I be Industry Area,11
Where can I find secretary to the plant manager,19
How should I be reception desk,0
Show me the way to director plant office,16
Ndashaka guhura wa n'umuyobozi toilet,8
Where can I find Main Corridor,1
Where can I find meeting room 3,6
Where can I find First Aid Office,23
Je cherche corridor a thanks,1
How should I be meeting room 3,6
Je voudrais aller au maintenance chief office,20
Where can I find admin corridor,3
How should I be Industry Area,11
Njyanye kuri general office,24
Pouvez-vous m'indiquer support offices block ?,10
How should I be stock warehouse area,12
How should I be Meeting Room 3,6
Where can I find chief of maintenance office,20
How should I be main corridor,1
How should I be md office,15
How should I be industrial operations,11
I am looking for human resource office,4
Montrez-moi le chemin vers conference room,6
How should I be hr manager,4
How should I be plant manager office,18
I need to find a block,9
First Aid office,23
Where can I find plant manager secretary,19
How should I be Restaurant,13
Je cherche hr office,4
Pouvez-vous m'indiquer waiting area ?,2
Je voudrais au aller maintenance chief office,20
Where can I find human resource office,4
kunyereka Mushobora Plant Director Office?,16
How should I be stock area,12
How should I be toilet,14
How should I be Admin Corridor,3
Mushobora kunyereka accounting ishami,5
Je cherche manager office,18
Help me reach waiting area,2
Comment aller au supervisor ibiro ?,25
Ni hehe habarirwa server room?,7
How should I be commercial office,17
How should I be maintenance supervisor office,25
Where can I find server room,7
I am here to visit plant manager office,18
Help me reach restroom,8
How should I be technical supervision,11
How should I be accounting department,5
How should I be waiting area,2
How should I be toilets,14
Where can I find technical supervision,11
Mushobora kunyereka chief of maintenance office?,20
Mushobora kunyereka human resource office?,4
Where can I find sales office,17
Mfite inama muri manager plant secretary,19
Where can I find board room,6
How should I be warehouse,12
How do I get to Admin Corridor?,3
How should I be technical supervision,11
How should I be first aid office,23
Comment aller au plant chief secretary ? ngwino,19
Where can I find front desk,0
How should I be general office,24
Montrez-moi le chemin vers industry area,11
How should I be conference room,6
Je cherche maintenance coordination,21
Where can I find Plant Director Office,16
bureau finance,5
Je cherche corridor b,3
Where can I find administrative block,9
Where can I find bathroom,8
Nshaka gusura Stock / Warehouse Area,12
Mushobora kunyereka clinic? ngwino,23
Where can I find accounting department,5
I am here to visit Managing Director office,15
Where can I find Plant Manager Office,18
How should I be conference room,6
Njyanye kuri Maintenance Coordinator ibiro,21
Je rencontrer dois Waiting Area,2
How should I be restroom,8
I have a meeting at chief of maintenance office,20
Where can I find hr office,4
Njyanye admin kuri corridor please,3
Je cherche storage room b,7
Montrez-moi le chemin vers md bureau,15
How should I be corridor b,3
Emmenez-moi au reception desk ngwino,0
Montrez-moi chemin le vers plant manager office,18
I want to go to the md office,15
How do get I to block b?,10
Where can I find ressources humaines,4
Mushobora kunyereka Admin Corridor?,3
Where can I find HR Office 104,4
Where can I find Meeting Room 3,6
How should I be restroom,14
I need to find General Offices,24
How should I be clinic,23
How should I be restaurant,13
How should I be Main Corridor,1
Where can I find corridor b,3
Help me reach hr umuyobozi,4
I want to go to the Maintenance Supervisor office,25
Ndashaka guhura n'umuyobozi wa Block B,10
I need to find Admin Corridor,3
Nereke inzira yerekeza kuri Managing Director bureau,15
How should I be canteen,13
Njyanye kuri Bathroom,8
Je voudrais aller au restroom,8
Where can I find warehouse,12
Ni hehe habarirwa Corridor? Main,1
Where can I find admin corridor,3
How should I be Bathroom,8
How should I be Bathroom,8
am I here to visit Toilets,14
I am looking for front desk,0
Where can I find Secretary to the Plant Manager,19
Montrez-moi le chemin vers administrative block,9
Where can I find hr office,4
Where can I find operational block,10
Where is block a?,9
Where can I find finance office,5
au Emmenez-moi Block A,9
Montrez-moi le chemin vers Chief of Maintenance ibiro please,20
How should I be customer service block,9
Where can I find canteen,13
How should I be Sales Office,17
Ni hehe habarirwa maintenance supervisor office?,25
How should I be director plant office,16
Je dois rencontrer general office,24
How should I be Bathroom,8
Comment aller au inama room 3 ?,6
Where can I find hr manager,4
Show me the way to supervisor ibiro,25
How should I be lounge,2
ressources humaines please,4
Emmenez-moi au manager office,18
I am here to visit cafeteria,13
I need to find operational block,10
How should I be Secretary to the Plant Manager,19
How should I be finance office,5
Where can I find warehouse,12
How should I be hr office,4
Je dois rencontrer reception desk,0
Main Corridor please,1
Je cherche corridor a,1
J'ai au rendez-vous industrial operations,11
Ni hehe habarirwa maintenance coordinator office?,21
How should I be hr manager,4
I want to go to the Maintenance Coordinator Office,21
How should I be inventory office,22
How should I be General Offices,24
hr bureau please,4
Where is First Aid ibiro,23
director office s'il vous plaît svp,15
Where can I find stock area,12
Where is Office? Stock,22
Help me reach secretary to the plant head,19
Can you direct me support to offices block? ngwino,10
How should I be customer service block,9
How should I be sales office,17
Ndashaka n'umuyobozi guhura wa ressources humaines,4
Ndashaka kujya kuri lounge,2
room storage b s'il vous plaît,7
How should I be Managing Director Office,15
hehe Ni habarirwa Restaurant?,13
Where can I find stock area,12
First Aid Office s'il vous plaît,23
Where can I find Waiting Area,2
Where can I find director plant office,16
Ni hehe habarirwa secretary to the plant manager,19
Where can I find restricted zone,7
How should I be restroom,14
Can you direct me to finance office?,5
Where can I find commercial office,17
Montrez-moi le chemin vers maintenance supervisor office,25
Ni hehe habarirwa coordinator maintenance office?,21
Emmenez-moi au conference room,6
Ndashaka kubona stock ibiro,22
J'ai au rendez-vous director plant office,16
plant chief office iri he?,18
Nereke inzira yerekeza kuri server room,7
Je dois rencontrer corridor b,3
Comment aller au admin corridor ? ngwino,3
How should I be Maintenance Supervisor Office,25
How should I be manager office,18
Where can I find general offices,24
